index	5primepreterm	bkgdpreterm	initiationrate	mutant	proteins_mutant	proteins_yfp0	selpreterm	simulation_time	stallstrengthindex	ps_ratio
0	0.0	0	0.3	tcg5	7864	10000	0.0	34653.33	0	0.7864
1	0.0	0	0.2194	tcg6	10029	10000	0.0	45308.35	0	1.0029
2	1.0	0	0.1012	tcg5	9139	10000	0.0	92442.54	0	0.9139
3	0.0	0	0.1012	tcg6	4335	10000	1.0	93522.41	0	0.4335
4	0.0	0	0.2194	tcg5	9443	10000	0.0	44961.97	0	0.9443
5	1.0	0	0.3	tcg5	8071	10000	0.0	35048.6	0	0.8071
6	0.0	0	0.1012	tcg5	8264	10000	1.0	92549.72	0	0.8264
7	0.0	0	0.1434	tcg4	4251	10000	1.0	67635.04	0	0.4251
8	0.0	0	0.3338	tcg4	9972	10000	0.0	31780.2	0	0.9972
9	0.0	0	0.2194	tcg4	9802	10000	0.0	45787.76	0	0.9802
10	1.0	0	0.1434	tcg6	8584	10000	0.0	66469.47	0	0.8584
11	0.0	0	0.3338	tcg6	4230	10000	1.0	31899.5	0	0.423
12	0.0	0	0.1012	tcg4	4290	10000	1.0	94759.49	0	0.429
13	0.0	0	0.3	tcg4	4192	10000	1.0	34644.18	0	0.4192
14	0.0	0	0.1012	tcg4	10033	10000	0.0	93955.03	0	1.0033
15	1.0	0	0.3338	tcg5	7887	10000	0.0	31412.37	0	0.7887
16	0.0	0	0.3338	tcg5	8201	10000	1.0	31836.13	0	0.8201
17	0.0	0	0.3338	tcg6	9981	10000	0.0	31768.97	0	0.9981
18	0.0	0	0.3	tcg5	8114	10000	1.0	34846.88	0	0.8114
19	0.0	0	0.1434	tcg5	8361	10000	1.0	68481.96	0	0.8361
20	1.0	0	0.3	tcg6	7810	10000	0.0	33947.52	0	0.781
21	0.0	0	0.1434	tcg6	9790	10000	0.0	66226.59	0	0.979
22	0.0	0	0.2194	tcg5	8460	10000	1.0	46018.46	0	0.846
23	0.0	0	0.3	tcg6	4289	10000	1.0	35239.03	0	0.4289
24	0.0	0	0.1012	tcg6	10126	10000	0.0	93813.4	0	1.0126
25	0.0	0	0.1434	tcg5	10017	10000	0.0	67634.13	0	1.0017
26	0.0	0	0.3	tcg6	9834	10000	0.0	34310.33	0	0.9834
27	1.0	0	0.1434	tcg4	8748	10000	0.0	67346.27	0	0.8748
28	1.0	0	0.1012	tcg6	9270	10000	0.0	94079.7	0	0.927
29	1.0	0	0.1434	tcg5	8760	10000	0.0	67030.49	0	0.876
30	0.0	0	0.3338	tcg5	7449	10000	0.0	31877.44	0	0.7449
31	0.0	0	0.1434	tcg6	4229	10000	1.0	66680.3	0	0.4229
32	1.0	0	0.2194	tcg4	8238	10000	0.0	45343.68	0	0.8238
33	0.0	0	0.3	tcg4	10058	10000	0.0	35070.06	0	1.0058
34	1.0	0	0.3338	tcg6	7561	10000	0.0	31433.52	0	0.7561
35	1.0	0	0.2194	tcg5	8384	10000	0.0	45831.98	0	0.8384
36	0.0	0	0.1434	tcg4	10033	10000	0.0	67170.24	0	1.0033
37	1.0	0	0.2194	tcg6	8375	10000	0.0	45961.69	0	0.8375
38	0.0	0	0.1012	tcg5	10159	10000	0.0	93219.41	0	1.0159
39	1.0	0	0.3	tcg4	7945	10000	0.0	34726.8	0	0.7945
40	0.0	0	0.2194	tcg6	4291	10000	1.0	46722.1	0	0.4291
41	1.0	0	0.3338	tcg4	7757	10000	0.0	31792.61	0	0.7757
42	0.0	0	0.3338	tcg4	4227	10000	1.0	31607.22	0	0.4227
43	1.0	0	0.1012	tcg4	9254	10000	0.0	93750.24	0	0.9254
44	0.0	0	0.2194	tcg4	4322	10000	1.0	45959.1	0	0.4322
