index	5primepreterm	bkgdpreterm	initiationrate	mutant	proteins_mutant	proteins_yfp0	selpreterm	simulation_time	stallstrengthindex	ps_ratio
0	1.0	0	0.075	cta6	5271	10000	0.0	124436.7	0	0.5271
1	0.0	0	0.01875	cta6	9865	10000	0.0	482808.6	0	0.9865
2	0.0	0	0.0375	cta6	9516	10000	0.0	241888.3	0	0.9516
3	0.0	0	0.075	cta6	7375	10000	0.0	125624.2	0	0.7375
4	1.0	0	0.0375	cta6	7001	10000	0.0	246457.0	0	0.7001
5	1.0	0	0.15	cta6	3619	10000	0.0	64804.18	0	0.3619
6	0.0	0	0.3	cta6	2293	10000	1.0	34740.34	0	0.2293
7	0.0	0	0.0375	cta6	2240	10000	1.0	248766.3	0	0.224
8	0.0	0	0.3	cta6	2194	10000	0.0	34637.93	0	0.2194
9	0.0	0	0.075	cta6	2206	10000	1.0	125040.1	0	0.2206
10	1.0	0	0.01875	cta6	8075	10000	0.0	480143.6	0	0.8075
11	0.0	0	0.01875	cta6	2257	10000	1.0	485971.7	0	0.2257
12	0.0	0	2.4	cta6	1507	10000	1.0	9259.137	0	0.1507
13	0.0	0	0.15	cta6	2184	10000	1.0	64550.59	0	0.2184
14	1.0	0	0.6	cta6	1283	10000	0.0	20003.19	0	0.1283
15	1.0	0	2.4	cta6	565	10000	0.0	9448.069	0	0.0565
16	0.0	0	0.6	cta6	2137	10000	1.0	19853.14	0	0.2137
17	1.0	0	0.3	cta6	2268	10000	0.0	35452.92	0	0.2268
18	0.0	0	1.2	cta6	791	10000	0.0	12757.44	0	0.0791
19	0.0	0	2.4	cta6	585	10000	0.0	9214.356	0	0.0585
20	0.0	0	1.2	cta6	1976	10000	1.0	12618.8	0	0.1976
21	1.0	0	1.2	cta6	755	10000	0.0	12578.28	0	0.0755
22	0.0	0	0.15	cta6	4163	10000	0.0	64857.1	0	0.4163
23	0.0	0	0.6	cta6	1376	10000	0.0	20260.44	0	0.1376
