index	5primepreterm	bkgdpreterm	initiationrate	mutant	proteins_mutant	proteins_yfp0	selpreterm	simulation_time	stallstrengthindex	ps_ratio
0	0.0	0.0	0.3	cta18	643	10000	5.623	34808.2	0	0.0643
1	3.162	0.0	0.3	cta18	2813	10000	0.0	35209.75	0	0.2813
2	0.0	0.0	0.3	cta18	1737	10000	1.995	35854.48	0	0.1737
3	0.0	0.0	0.3	cta18	9827	10000	0.01585	35123.36	0	0.9827
4	0.07943	0.0	0.3	cta18	4101	10000	0.0	35365.59	0	0.4101
5	0.0	1.0	0.3	cta18	3036	10000	0.0	82922.93	0	0.3036
6	0.0	0.2239	0.3	cta18	6550	10000	0.0	42147.17	0	0.655
7	0.0	0.0	0.3	cta18	8697	10000	0.0631	34825.03	0	0.8697
8	0.0	1.585	0.3	cta18	2166	10000	0.0	137967.6	0	0.2166
9	0.0	0.0	0.3	cta18	1092	10000	3.548	34614.18	0	0.1092
10	0.1122	0.0	0.3	cta18	3915	10000	0.0	35182.68	0	0.3915
11	0.01585	0.0	0.3	cta18	4188	10000	0.0	34954.51	0	0.4188
12	0.0	0.7943	0.3	cta18	3532	10000	0.0	69049.18	0	0.3532
13	0.0	0.0	0.3	cta18	9398	10000	0.02239	34925.85	0	0.9398
14	0.0	0.01995	0.3	cta18	9642	10000	0.0	35752.34	0	0.9642
15	0.0	0.0	0.3	cta18	9658	10000	0.01413	34801.49	0	0.9658
16	0.0	0.0	0.3	cta18	964	10000	3.981	34801.81	0	0.0964
17	0.03981	0.0	0.3	cta18	3997	10000	0.0	34743.46	0	0.3997
18	0.0	1.259	0.3	cta18	2527	10000	0.0	103744.8	0	0.2527
19	0.0	0.0	0.3	cta18	10086	10000	0.0	35445.52	0	1.0086
20	0.0	0.0	0.3	cta18	4280	10000	0.5623	34879.86	0	0.428
21	0.0	0.0	0.3	cta18	2703	10000	1.122	35009.36	0	0.2703
22	0.0	0.0	0.3	cta18	1516	10000	2.239	34783.64	0	0.1516
23	1.122	0.0	0.3	cta18	3039	10000	0.0	34844.26	0	0.3039
24	0.4467	0.0	0.3	cta18	3305	10000	0.0	35072.59	0	0.3305
25	0.0	0.0	0.3	cta18	6225	10000	0.2512	34985.1	0	0.6225
26	0.631	0.0	0.3	cta18	3130	10000	0.0	34727.79	0	0.313
27	0.0	0.0	0.3	cta18	10086	10000	0.0	35445.52	0	1.0086
28	0.0	0.0	0.3	cta18	9115	10000	0.03981	35026.45	0	0.9115
29	0.0	8.913	0.3	cta18	513	10000	0.0	64113180.0	0	0.0513
30	0.0	1.122	0.3	cta18	2833	10000	0.0	93119.33	0	0.2833
31	0.0	0.0	0.3	cta18	7308	10000	0.1585	34966.21	0	0.7308
32	0.0	0.0	0.3	cta18	409	10000	10.0	34464.13	0	0.0409
33	0.0	2.818	0.3	cta18	1433	10000	0.0	394548.3	0	0.1433
34	0.0	0.07079	0.3	cta18	8744	10000	0.0	37472.22	0	0.8744
35	0.0	0.0	0.3	cta18	8769	10000	0.05012	34543.16	0	0.8769
36	0.0631	0.0	0.3	cta18	4109	10000	0.0	34909.36	0	0.4109
37	0.0	0.0	0.3	cta18	4170	10000	0.0	34856.36	0	0.417
38	0.0	0.0	0.3	cta18	3695	10000	0.7079	35257.08	0	0.3695
39	0.0	2.512	0.3	cta18	1613	10000	0.0	304870.3	0	0.1613
40	0.5623	0.0	0.3	cta18	3231	10000	0.0	34684.25	0	0.3231
41	1.585	0.0	0.3	cta18	2941	10000	0.0	34974.5	0	0.2941
42	0.0	0.0	0.3	cta18	5209	10000	0.3981	34940.12	0	0.5209
43	0.0	0.1259	0.3	cta18	7863	10000	0.0	39368.51	0	0.7863
44	0.3162	0.0	0.3	cta18	3468	10000	0.0	34996.55	0	0.3468
45	0.0	0.0	0.3	cta18	2506	10000	1.259	34641.95	0	0.2506
46	0.0	0.01	0.3	cta18	9787	10000	0.0	35129.59	0	0.9787
47	0.0	0.02818	0.3	cta18	9600	10000	0.0	36033.56	0	0.96
48	0.0	0.0	0.3	cta18	8833	10000	0.05623	34930.64	0	0.8833
49	0.0	0.0	0.3	cta18	5391	10000	0.3548	35022.27	0	0.5391
50	0.0	0.0	0.3	cta18	1971	10000	1.778	34858.88	0	0.1971
51	0.0	0.0	0.3	cta18	623	10000	6.31	34767.07	0	0.0623
52	0.01413	0.0	0.3	cta18	4105	10000	0.0	35063.17	0	0.4105
53	0.02239	0.0	0.3	cta18	4094	10000	0.0	34923.38	0	0.4094
54	0.0	0.0	0.3	cta18	2871	10000	1.0	34484.16	0	0.2871
55	0.0	0.0	0.3	cta18	6705	10000	0.1995	34349.89	0	0.6705
56	0.0	1.778	0.3	cta18	1982	10000	0.0	163158.4	0	0.1982
57	0.08913	0.0	0.3	cta18	3932	10000	0.0	34530.44	0	0.3932
58	0.0	0.0	0.3	cta18	561	10000	7.079	34338.12	0	0.0561
59	8.913	0.0	0.3	cta18	2842	10000	0.0	35391.96	0	0.2842
60	2.818	0.0	0.3	cta18	2906	10000	0.0	34967.37	0	0.2906
