index	5primepreterm	bkgdpreterm	initiationrate	mutant	proteins_mutant	proteins_yfp0	selpreterm	simulation_time	stallstrengthindex	ps_ratio
0	0.0	0	0.3	cta2_cta14_cta10_cta6	1540	10000	0.0	34457.09	0	0.154
1	1.0	0	0.3	cta10	2138	10000	0.0	35127.02	0	0.2138
2	1.0	0	0.3	cta18	2214	10000	0.0	35223.4	0	0.2214
3	0.0	0	0.3	cta18	2227	10000	0.0	34938.29	0	0.2227
4	1.0	0	0.3	cta2_cta6	1389	10000	0.0	34859.69	0	0.1389
5	0.0	0	0.3	cta18_cta2_cta14_cta10_cta6	8	10000	1.0	34765.76	0	0.0008
6	0.0	0	0.3	cta6	2293	10000	1.0	34740.34	0	0.2293
7	0.0	0	0.3	cta14	2276	10000	0.0	34901.31	0	0.2276
8	0.0	0	0.3	cta18_cta2_cta14_cta10_cta6	1543	10000	0.0	34666.71	0	0.1543
9	0.0	0	0.3	cta2_cta10_cta6	118	10000	1.0	34884.18	0	0.0118
10	0.0	0	0.3	cta18	2236	10000	1.0	34740.17	0	0.2236
11	1.0	0	0.3	cta2_cta10_cta6	1097	10000	0.0	35085.08	0	0.1097
12	0.0	0	0.3	cta10	2230	10000	1.0	34585.09	0	0.223
13	1.0	0	0.3	cta2	2241	10000	0.0	34667.52	0	0.2241
14	0.0	0	0.3	cta10	2260	10000	0.0	34821.21	0	0.226
15	0.0	0	0.3	cta2	2161	10000	1.0	34647.35	0	0.2161
16	0.0	0	0.3	cta6	2194	10000	0.0	34637.93	0	0.2194
17	1.0	0	0.3	cta14	2235	10000	0.0	35014.01	0	0.2235
18	0.0	0	0.3	cta2_cta14_cta10_cta6	24	10000	1.0	34400.39	0	0.0024
19	1.0	0	0.3	cta2_cta14_cta10_cta6	924	10000	0.0	34896.66	0	0.0924
20	0.0	0	0.3	cta2	2167	10000	0.0	34886.7	0	0.2167
21	1.0	0	0.3	cta6	2268	10000	0.0	35452.92	0	0.2268
22	1.0	0	0.3	cta18_cta2_cta14_cta10_cta6	796	10000	0.0	35392.26	0	0.0796
23	0.0	0	0.3	cta2_cta6	1750	10000	0.0	34661.98	0	0.175
24	0.0	0	0.3	cta14	2134	10000	1.0	34601.15	0	0.2134
25	0.0	0	0.3	cta2_cta6	460	10000	1.0	34506.78	0	0.046
26	0.0	0	0.3	cta2_cta10_cta6	1584	10000	0.0	34973.61	0	0.1584
